ID,SCG Bibtex,Paper Year,Type,Type,# Pages,Title,First Author,Second Author,Third Author,Fourth Author,Fifth Author,Sixth Author,Seven Author,Eighth Author,Nineth Author,Tenth Author,Eleventh Author,Twelfth Author,# Authors,1,2,3,4,5,6,7,8,9,10,Year,Venue,Description,Location,Date
77,Elmq06a,2006,Poster,N/A,2,TrustNeighborhoods in a nutshell,"Elmqvist, N.","Tsigas, P.",,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,2006,SOFTVIS,ACM symposium on Software visualization,"Brighton, UK",
78,Reic06a,2006,Poster,N/A,2,Two-dimensional C++,"Reichardt, J.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2006,SOFTVIS,ACM symposium on Software visualization,"Brighton, UK",
79,Giff06a,2006,Poster,N/A,2,Visual snippet editor,"Giffen, P.R.","Proulx, A.","Boo, J.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2006,SOFTVIS,ACM symposium on Software visualization,"Brighton, UK",
80,Sing06a,2006,Poster,N/A,2,Visualized adaptive runtime subsystems,"Singer, J.","Kirkham, C.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2006,SOFTVIS,ACM symposium on Software visualization,"Brighton, UK",
81,Lobo06a,2006,Poster,N/A,2,WADEIn II: adaptive explanatory visualization for expressions evaluation,"Loboda, T.D.","Brusilovsky, P.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2006,SOFTVIS,ACM symposium on Software visualization,"Brighton, UK",
82,Stas08a,2008,Keynote,N/A,2,Visualization for information exploration and analysis: keynote presentation,"Stasko, J.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
83,Xie08a,2008,Paper,Evaluation,10,Assessing the benefits of synchronization-adorned sequence diagrams: two controlled experiments,"Xie, S.","Kraemer, E.","Stirewalt, R.E.","Dillon, L.K.","Fleming, S.D.",,,,,,,,6,1,3,1,1,1,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
84,Shah08a,2008,Paper,Evaluation,10,Visualization of exception handling constructs to support program understanding,"Shah, H.","Görg, C.","Harrold, M.J.",,,,,,,,,,3,1,5,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
85,Pich08a,2008,Paper,Technique,4,Visual analysis of importance and grouping in software dependency graphs,"Pich, C.","Nachmanson, L.","Robertson, G.G.",,,,,,,,,,3,1,1,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
86,Pard08a,2008,Paper,System,4,Algorithm visualization using concrete and abstract shape graphs,"Parduhn, S.A.","Seidel, R.","Wilhelm, R.",,,,,,,,,,3,1,2,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
87,Zeck08a,2008,Paper,Technique,10,Analyzing the reliability of communication between software entities using a 3D visualization of clustered graphs,"Zeckzer, D.","Kalcklösch, R.","Schröder, L.","Hagen, H.","Klein, T.",,,,,,,,5,6,1,1,1,1,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
88,Sund08a,2008,Paper,System,10,"HDPV: interactive, faithful, in-vivo runtime state visualization for C/C++ and Java","Sundararaman, J.","Back, G.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
89,Cott08a,2008,Paper,Design Study,10,Representing unit test data for large scale software development,"Cottam, J.A.","Hursey, J.","Lumsdaine, A.",,,,,,,,,,3,1,1,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
90,Tele08a,2008,Paper,System,10,An interactive reverse engineering environment for large-scale C++ code,"Telea, A.","Voinea, L.",,,,,,,,,,,2,15,9,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
91,Parn08a,2008,Paper,Design Study,10,A catalogue of lightweight visualizations to support code smell inspection,"Parnin, C.","Görg, C.","Nnadi, O.",,,,,,,,,,3,4,5,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
92,Sens08a,2008,Paper,Evaluation,4,Classifying desirable features of software visualization tools for corrective maintenance,"Sensalire, M.","Ogao, P.","Telea, A.",,,,,,,,,,3,3,3,15,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
93,Diet08a,2008,Paper,Technique,4,Cluster analysis of Java dependency graphs,"Dietrich, J.","Yakovlev, V.","McCartin, C.","Jenson, G.","Duchrow, M.",,,,,,,,5,1,1,1,1,1,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
94,Pilg08a,2008,Paper,System,10,"Gef3D: a framework for two-, two-and-a-half-, and three-dimensional graphical editors","von Pilgrim, J.","Duske, K.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
95,Eich08a,2008,Paper,Formalism,10,Automatic layout of UML use case diagrams,"Eichelberger, H.",,,,,,,,,,,,1,6,0,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
96,Ploeg08a,2008,Paper,Technique,11,Improving an interactive visualization of transition systems,"Ploeger, B.","Tankink, C.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
97,Pauw08a,2008,Paper,Design Study,10,Streamsight: a visualization tool for large-scale streaming applications,"de Pauw, W.","Andrade, H.","Amini, L.",,,,,,,,,,3,4,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
98,Subr08a,2008,Paper,Evaluation,10,Software visualization for end-user programmers: trial period obstacles,"Subrahmaniyan, N.","Burnett, M.","Bogart, C.",,,,,,,,,,3,1,2,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
99,Hare08a,2008,Paper,System,11,Visualizing inter-dependencies between scenarios,"Harel, D.","Segall, I.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
100,Wett08a,2008,Paper,Evaluation,10,Visually localizing design problems with disharmony maps,"Wettel, R.","Lanza, M.",,,,,,,,,,,2,2,18,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
101,Bern08a,2008,Paper,Design Study,11,Stacked-widget visualization of scheduling-based algorithms,"Bernardin, T.","Budge, B.C.","Hamann, B.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
102,Nest08a,2008,Paper,System,10,Applying visualisation techniques in software product lines,"Nestor, D.","Thiel, S.","Botterweck, G.","Cawley, C.","Healy, P.",,,,,,,,5,1,1,1,1,1,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
103,Pana08a,2008,Paper,Technique,4,Signature visualization of software binaries,"Panas, T.",,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
104,Ther08a,2008,Paper,System,4,Supporting the understanding of the evolution of software items,"Theron, R.","Gonzalez, A.","Garcia, F.J.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
105,Savi08a,2008,Paper,Technique,4,Rapid visual design with semantics encoding through 3d CRC cards,"Savidis, A.","Papadakos, P.","Zargianakis, G.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
106,Agui08b,2008,Poster,N/A,2,A landscape metaphor for visualization of software projects,"Aguirregoitia, A.","Dolado, D.J.","Presedo, C.",,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
107,Agui08a,2008,Poster,N/A,2,A metro map metaphor for visualization of software projects,"Aguirregoitia, A.","Dolado, D.J.","Presedo, C.",,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
108,Carn08a,2008,Poster,N/A,2,Combining software visualization paradigms to support software comprehension activities,"de F. Carneiro, G.","Magnavita, R.","Mendonça, M.",,,,,,,,,,4,1,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
109,Dach08a,2008,Poster,N/A,2,Enhancing UML sketch tools with digital pens and paper,"Dachselt, R.","Frisch, M.","Decker, E.",,,,,,,,,,3,3,3,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
110,Byel08a,2008,Poster,N/A,2,Texture-based visualization of metrics on software architectures,"Byelas, H.","Telea, A.",,,,,,,,,,,2,2,15,0,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
111,Fris08a,2008,Poster,N/A,2,Towards seamless semantic zooming techniques for UML diagrams,"Frisch, M.","Dachselt, R.","Brückmann, T.",,,,,,,,,,3,3,3,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
112,Alme08a,2008,Poster,N/A,2,VAST: visualization of abstract syntax trees within language processors courses,"Almeida-Martínez, F.J.","Urquiza-Fuentes, J.","Velázquez-Iturbide, J.Á.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008"
113,Thom08a,2008,Poster,N/A,2,Visualizing the computation tree of the Tutte Polynomial,"Thompson, B.","Pearce, P.J.","Anslow, C.","Haggard, G.",,,,,,,,,4,1,1,8,2,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008 "
114,Ansl08a,2008,Poster,N/A,2,Web software visualization using extensible 3D (X3D) graphics,"Anslow, C.","Noble, J.","Marshall, S.","Biddle, R.",,,,,,,,,4,8,8,6,4,0,0,0,0,0,0,2008,SOFTVIS,4th ACM symposium on Software visualization,"Munich, Germany","September 16 - 17, 2008 "
115,Deur10a,2010,Keynote,N/A,1,A pragmatic perspective on software visualization,"van Deursen, A.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010 "
116,Booc10a,2010,Capstone,N/A,1,Why don't developers draw diagrams?,"Booch, G.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010 "
117,Murp10a,2010,Paper,Design Study,10,An interactive ambient visualization for code smells,"Murphy-Hill, E.","Black, B.P.",,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
118,Parn10a,2010,Paper,Formalism,10,CodePad: interactive spaces for maintaining concentration in programming environments,"Parnin, C.","Görg, C.","Rugaber, S.",,,,,,,,,,3,4,5,1,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
119,Ansl10a,2010,Paper,Evaluation,10,User evaluation of polymetric views using a large visualization wall,"Anslow, C.","Marshall, S.","Noble, J.","Tempero, E.","Biddle, R.",,,,,,,,5,8,6,8,1,4,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
120,Ogaw10a,2010,Paper,Technique,7,Software evolution storylines,"Ogawa, M.","Ma, K.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
121,Robe10a,2010,Paper,System,10,AllocRay: memory allocation visualization for unmanaged languages,"Robertson, G.G.","Chilimbi, T.","Lee, B.",,,,,,,,,,3,2,1,1,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
122,Afta10a,2010,Paper,Design Study,10,Heapviz: interactive heap visualization for program understanding and debugging,"Aftandilian, E.E.","Kelley, S.","Gramazio, C.","Ricci, N.","Su, S.L.","Guyer, S.Z.",,,,,,,6,1,1,1,1,1,2,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
123,Myer10a,2010,Paper,Formalism,9,A map of the heap: revealing design abstractions in runtime structures,"Myers, C.","Duke, D.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
124,Adam10a,2010,Paper,Design Study,10,Trevis: a context tree visualization & analysis framework and its use for classifying performance failure reports,"Adamoli, A.","Hauswirth, M.",,,,,,,,,,,2,1,2,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
125,Ruan10a,2010,Paper,Design Study,10,Exploring the inventor's paradox: applying jigsaw to software visualization,"Ruan, H.","Anslow, C.","Marshall, S.","Noble, J.",,,,,,,,,4,1,8,6,8,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
126,Isla10a,2010,Paper,Design Study,10,Dependence cluster visualization,"Islam, S.S.","Krinke, J.","Binkley, D.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
127,Lin10a,2010,Paper,Design Study,10,Towards anomaly comprehension: using structural compression to navigate profiling call-trees,"Lin, S.","Taïani, F.","Ormerod, T.C.","Ball, L.J.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
128,Kuhn10a,2010,Paper,Design Study,10,Embedding spatial software visualization in the IDE: an exploratory study,"Kuhn, A.","Erni, D.","Nierstrasz, O.",,,,,,,,,,3,3,1,2,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
129,Wu10a,2010,Paper,Design Study,10,Visualizing windows system traces,"Wu, Y.","Yap, Y.H.","Halim, F.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
130,Trum10a,2010,Paper,Technique,10,Understanding complex multithreaded software systems by using trace visualization,"Trümper, J.","Bohnet, J.","Döllner, J.",,,,,,,,,,3,1,6,9,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
131,Pauw10a,2010,Paper,Design Study,10,Zinsight: a visual and analytic environment for exploring large event traces,"de Pauw, W.","Heisig, S.",,,,,,,,,,,2,4,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
132,Helm10a,2010,Paper,System,10,Jype - a program visualization and programming exercise tool for Python,"Helminen, J.","Malmi, L.",,,,,,,,,,,2,1,3,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
133,Fris10a,2010,Paper,Technique,10,Off-screen visualization techniques for class diagrams,"Frisch, M.","Dachselt, R.",,,,,,,,,,,2,3,3,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
134,Albr10a,2010,Paper,Technique,10,An automatic layout algorithm for BPEL processes,"Albrecht, B.","Effinger, P.","Held, M.","Kaufmann, M.",,,,,,,,,4,1,1,1,4,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
135,Beck10b,2010,Paper,Technique,10,Visual comparison of software architectures,"Beck, F.","Diehl, S.",,,,,,,,,,,2,6,8,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
136,Stein10a,2010,Paper,Design Study,10,Representing development history in software cities,"Steinbrückner, F.","Lewerentz, C.",,,,,,,,,,,2,1,4,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
137,Kerr10a,2010,Poster,N/A,2,3D kiviat diagrams for the interactive analysis of software metric trends,"Kerren, A.","Jusufi, I.",,,,,,,,,,,2,3,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
138,Meda10a,2010,Poster,N/A,2,Graph works - pilot graph theory visualization tool,"Medani, D.","Haggard, G.","Bassett, C.","Koch, P.","Lampert, N.","Medlock, T.","Pierce, S.","Smith, R.","Yehl, A.",,,,9,1,2,1,1,1,1,1,1,1,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
139,Zeck10a,2010,Poster,N/A,2,Visualizing software entities using a matrix layout,"Zeckzer, D.",,,,,,,,,,,,1,6,0,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
140,Foll10a,2010,Poster,N/A,2,ImpactViz: visualizing class dependencies and the impact of changes in software revisions,"Follett, M.","Hoeber, O.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
141,Jean10a,2010,Poster,N/A,2,VIPERS: visual prototyping environment for real-time imaging systems,"Jean, F.","Albu, A.B.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
142,Beck10a,2010,Poster,N/A,2,Towards automated analysis and visualization of distributed software systems,"Beck, M.","Döllner, J.",,,,,,,,,,,2,2,9,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
143,Mahe10a,2010,Poster,N/A,2,TIE: an interactive visualization of thread interleavings,"Maheswara, G.","Bradbury, B.S.","Collins, C.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
144,Hump10a,2010,Poster,N/A,2,GEM: graphical explorer of MPI programs,"Humphrey, A.","Derrick, C.","Gopalakrishnan, G.","Tibbitts, B.R.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
145,Bott10a,2010,Poster,N/A,2,Fault forest visualization,"Böttger, S.","Barthel, H.","Ebert, A.",,,,,,,,,,3,1,2,2,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
146,Chen10a,2010,Tool,N/A,2,xDIVA: automatic animation between debugging break points,"Cheng, Y.-P.","Tsai, H.","Wang, C.","Hsueh, C.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
147,Thor10a,2010,Tool,N/A,2,Understanding relaxed memory consistency through interactive visualization,"Thorsen, Ø.","Wallace, C.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
148,John10a,2010,Tool,N/A,2,Beat: a tool for visualizing the execution of object orientated concurrent programs,"Johnson, P.","Marsland, S.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2010,SOFTVIS,5th international symposium on Software visualization,"Salt Lake City, UT, USA","October 25 - 26, 2010"
